,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
3169,2022,Senior Level,Full-time,Data Engineering,154600,USD,154600,US,Full-Remote,US,Large
3170,2022,Senior Level,Full-time,Data Analyst,115934,USD,115934,US,On-Site,US,Medium
3171,2022,Senior Level,Full-time,Data Analyst,81666,USD,81666,US,On-Site,US,Medium
3172,2022,Senior Level,Full-time,Data Engineering,175000,USD,175000,US,Full-Remote,US,Medium
3173,2022,Senior Level,Full-time,Data Engineering,155000,USD,155000,US,Full-Remote,US,Medium
3174,2022,Mid Level,Full-time,Machine Learning,80000,EUR,84053,FR,Full-Remote,DE,Medium
3175,2022,Senior Level,Full-time,Data Analyst,164000,USD,164000,US,On-Site,US,Medium
3176,2022,Senior Level,Full-time,Data Analyst,132000,USD,132000,US,On-Site,US,Medium
3177,2022,Senior Level,Full-time,Data Science,170000,USD,170000,US,Full-Remote,US,Medium
3178,2022,Senior Level,Full-time,Data Science,123000,USD,123000,US,Full-Remote,US,Medium
3179,2022,Senior Level,Full-time,Machine Learning,189650,USD,189650,US,On-Site,US,Medium
3180,2022,Senior Level,Full-time,Machine Learning,164996,USD,164996,US,On-Site,US,Medium
3181,2022,Mid Level,Full-time,Data Engineering,50000,EUR,52533,GR,On-Site,GR,Medium
3182,2022,Mid Level,Full-time,Data Engineering,50000,EUR,52533,GR,On-Site,GR,Medium
3183,2022,Executive Level,Full-time,Data Engineering,150000,CAD,115222,CA,Full-Remote,CA,Small
3184,2022,Senior Level,Full-time,Data Engineering,165400,USD,165400,US,Full-Remote,US,Medium
3185,2022,Senior Level,Full-time,Data Engineering,132320,USD,132320,US,Full-Remote,US,Medium
3186,2022,Senior Level,Full-time,Data Architecture,208775,USD,208775,US,Full-Remote,US,Medium
3187,2022,Senior Level,Full-time,Data Architecture,147800,USD,147800,US,Full-Remote,US,Medium
3188,2022,Senior Level,Full-time,Data Engineering,136994,USD,136994,US,Full-Remote,US,Medium
3189,2022,Senior Level,Full-time,Data Engineering,101570,USD,101570,US,Full-Remote,US,Medium
3190,2022,Senior Level,Full-time,Data Analyst,128875,USD,128875,US,Full-Remote,US,Medium
3191,2022,Senior Level,Full-time,Data Analyst,93700,USD,93700,US,Full-Remote,US,Medium
3192,2022,Executive Level,Full-time,Top Level Management,6000000,INR,76309,IN,Half-Remote,IN,Large
3193,2022,Entry Level,Full-time,Machine Learning,28500,GBP,35093,GB,Full-Remote,GB,Large
3194,2022,Senior Level,Full-time,Data Engineering,183600,USD,183600,US,Full-Remote,US,Large
3195,2022,Senior Level,Full-time,Data Engineering,100800,USD,100800,US,Full-Remote,US,Large
3196,2022,Mid Level,Full-time,Data Analyst,40000,GBP,49253,GB,Full-Remote,GB,Medium
3197,2022,Mid Level,Full-time,Data Analyst,30000,GBP,36940,GB,Full-Remote,GB,Medium
3198,2022,Mid Level,Full-time,Data Analyst,40000,EUR,42026,ES,Full-Remote,ES,Medium
3199,2022,Mid Level,Full-time,Data Analyst,30000,EUR,31520,ES,Full-Remote,ES,Medium
3200,2022,Mid Level,Full-time,Data Engineering,80000,EUR,84053,ES,Full-Remote,ES,Medium
3201,2022,Mid Level,Full-time,Data Engineering,70000,EUR,73546,ES,Full-Remote,ES,Medium
3202,2022,Mid Level,Full-time,Data Engineering,80000,GBP,98506,GB,Full-Remote,GB,Medium
3203,2022,Mid Level,Full-time,Data Engineering,70000,GBP,86193,GB,Full-Remote,GB,Medium
3204,2022,Mid Level,Full-time,Data Engineering,80000,EUR,84053,GR,Full-Remote,GR,Medium
3205,2022,Mid Level,Full-time,Data Engineering,70000,EUR,73546,GR,Full-Remote,GR,Medium
3206,2022,Senior Level,Full-time,Machine Learning,189650,USD,189650,US,On-Site,US,Medium
3207,2022,Senior Level,Full-time,Machine Learning,164996,USD,164996,US,On-Site,US,Medium
3208,2022,Mid Level,Full-time,Data Analyst,40000,EUR,42026,GR,Full-Remote,GR,Medium
3209,2022,Mid Level,Full-time,Data Analyst,30000,EUR,31520,GR,Full-Remote,GR,Medium
3210,2022,Mid Level,Full-time,Data Engineering,75000,GBP,92350,GB,Full-Remote,GB,Medium
3211,2022,Mid Level,Full-time,Data Engineering,60000,GBP,73880,GB,Full-Remote,GB,Medium
3212,2022,Senior Level,Full-time,Data Science,215300,USD,215300,US,On-Site,US,Large
3213,2022,Senior Level,Full-time,Data Science,140400,USD,140400,US,On-Site,US,Large
3214,2022,Mid Level,Full-time,Data Engineering,60000,EUR,63040,ES,Full-Remote,ES,Medium
3215,2022,Mid Level,Full-time,Data Engineering,45000,EUR,47280,ES,Full-Remote,ES,Medium
3216,2022,Senior Level,Full-time,Data Science,260000,USD,260000,US,Full-Remote,US,Medium
3217,2022,Senior Level,Full-time,Data Science,180000,USD,180000,US,Full-Remote,US,Medium
3218,2022,Mid Level,Full-time,Data Science,55000,GBP,67723,GB,On-Site,GB,Medium
3219,2022,Mid Level,Full-time,Data Science,35000,GBP,43096,GB,On-Site,GB,Medium
3220,2022,Mid Level,Full-time,Data Engineering,60000,EUR,63040,GR,Full-Remote,GR,Medium
3221,2022,Mid Level,Full-time,Data Engineering,45000,EUR,47280,GR,Full-Remote,GR,Medium
3222,2022,Mid Level,Full-time,Data Engineering,60000,GBP,73880,GB,Full-Remote,GB,Medium
3223,2022,Mid Level,Full-time,Data Engineering,45000,GBP,55410,GB,Full-Remote,GB,Medium
3224,2021,Mid Level,Full-time,Machine Learning,43200,EUR,51064,IT,Half-Remote,IT,Large
3225,2022,Senior Level,Full-time,Data Science,60000,USD,60000,AR,Full-Remote,MX,Large
3226,2022,Mid Level,Full-time,Data Engineering,82900,USD,82900,US,On-Site,US,Medium
3227,2022,Mid Level,Full-time,Data Engineering,63900,USD,63900,US,On-Site,US,Medium
3228,2022,Mid Level,Full-time,Machine Learning,160000,USD,160000,US,Full-Remote,US,Large
3229,2022,Mid Level,Full-time,Machine Learning,112300,USD,112300,US,Full-Remote,US,Large
3230,2022,Mid Level,Full-time,Top Level Management,241000,USD,241000,US,Full-Remote,US,Medium
3231,2022,Mid Level,Full-time,Top Level Management,159000,USD,159000,US,Full-Remote,US,Medium
3232,2022,Senior Level,Full-time,Data Science,180000,USD,180000,US,On-Site,US,Medium
3233,2022,Senior Level,Full-time,Data Science,80000,USD,80000,US,On-Site,US,Medium
3234,2022,Mid Level,Full-time,Data Analyst,58000,USD,58000,US,On-Site,US,Small
3235,2022,Mid Level,Full-time,Data Analyst,58000,USD,58000,US,On-Site,US,Small
3236,2022,Senior Level,Full-time,Data Engineering,136000,USD,136000,US,On-Site,US,Medium
3237,2022,Senior Level,Full-time,Data Engineering,108800,USD,108800,US,On-Site,US,Medium
3238,2022,Executive Level,Full-time,Data Engineering,242000,USD,242000,US,Full-Remote,US,Medium
3239,2022,Executive Level,Full-time,Data Engineering,200000,USD,200000,US,Full-Remote,US,Medium
3240,2022,Mid Level,Full-time,Data Science,50000,GBP,61566,GB,On-Site,GB,Medium
3241,2022,Mid Level,Full-time,Data Science,30000,GBP,36940,GB,On-Site,GB,Medium
3242,2022,Mid Level,Full-time,Data Engineering,60000,GBP,73880,GB,On-Site,GB,Medium
3243,2022,Mid Level,Full-time,Data Engineering,40000,GBP,49253,GB,On-Site,GB,Medium
3244,2022,Senior Level,Full-time,Data Science,165220,USD,165220,US,Full-Remote,US,Medium
3245,2022,Senior Level,Full-time,Data Science,120160,USD,120160,US,Full-Remote,US,Medium
3246,2022,Senior Level,Full-time,Data Analyst,124190,USD,124190,US,Full-Remote,US,Medium
3247,2022,Senior Level,Full-time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium
3248,2022,Senior Level,Full-time,Data Engineering,181940,USD,181940,US,On-Site,US,Medium
3249,2022,Senior Level,Full-time,Data Engineering,132320,USD,132320,US,On-Site,US,Medium
3250,2022,Senior Level,Full-time,Data Engineering,220110,USD,220110,US,On-Site,US,Medium
3251,2022,Senior Level,Full-time,Data Engineering,160080,USD,160080,US,On-Site,US,Medium
3252,2022,Senior Level,Full-time,Data Science,180000,USD,180000,US,On-Site,US,Large
3253,2022,Senior Level,Full-time,Data Science,120000,USD,120000,US,On-Site,US,Large
3254,2022,Mid Level,Full-time,Data Analyst,126500,USD,126500,US,On-Site,US,Medium
3255,2022,Mid Level,Full-time,Data Analyst,106260,USD,106260,US,On-Site,US,Medium
3256,2022,Senior Level,Full-time,Data Analyst,116000,USD,116000,US,On-Site,US,Medium
3257,2022,Senior Level,Full-time,Data Analyst,99000,USD,99000,US,On-Site,US,Medium
3258,2022,Senior Level,Full-time,Data Analyst,155000,USD,155000,US,Full-Remote,US,Medium
3259,2022,Senior Level,Full-time,Data Analyst,120600,USD,120600,US,Full-Remote,US,Medium
3260,2022,Mid Level,Full-time,Data Science,130000,USD,130000,US,On-Site,US,Medium
3261,2022,Mid Level,Full-time,Data Science,90000,USD,90000,US,On-Site,US,Medium
3262,2022,Mid Level,Full-time,Data Engineering,170000,USD,170000,US,Full-Remote,US,Medium
3263,2022,Mid Level,Full-time,Data Engineering,150000,USD,150000,US,Full-Remote,US,Medium
3264,2022,Senior Level,Full-time,Data Analyst,102100,USD,102100,US,Full-Remote,US,Medium
3265,2022,Senior Level,Full-time,Data Analyst,84900,USD,84900,US,Full-Remote,US,Medium
3266,2022,Senior Level,Full-time,Data Science,136620,USD,136620,US,Full-Remote,US,Medium
3267,2022,Senior Level,Full-time,Data Science,99360,USD,99360,US,Full-Remote,US,Medium
3268,2022,Senior Level,Full-time,Data Science,90000,GBP,110820,GB,On-Site,GB,Medium
3269,2022,Senior Level,Full-time,Data Science,80000,GBP,98506,GB,On-Site,GB,Medium
3270,2022,Senior Level,Full-time,Data Science,146000,USD,146000,US,Full-Remote,US,Medium
3271,2022,Senior Level,Full-time,Data Science,123000,USD,123000,US,Full-Remote,US,Medium
3272,2022,Entry Level,Full-time,Data Engineering,40000,GBP,49253,GB,Full-Remote,GB,Medium
3273,2022,Entry Level,Full-time,Data Engineering,35000,GBP,43096,GB,Full-Remote,GB,Medium
3274,2022,Executive Level,Full-time,Data Analyst,130000,USD,130000,US,Full-Remote,US,Medium
3275,2022,Executive Level,Full-time,Data Analyst,110000,USD,110000,US,Full-Remote,US,Medium
3276,2022,Senior Level,Full-time,Data Analyst,170000,USD,170000,US,Full-Remote,US,Medium
3277,2022,Senior Level,Full-time,Data Analyst,135000,USD,135000,US,Full-Remote,US,Medium
3278,2022,Senior Level,Full-time,Top Level Management,161342,USD,161342,US,Full-Remote,US,Medium
3279,2022,Senior Level,Full-time,Top Level Management,137141,USD,137141,US,Full-Remote,US,Medium
3280,2022,Senior Level,Full-time,Data Science,167000,USD,167000,US,Full-Remote,US,Medium
3281,2022,Senior Level,Full-time,Data Science,123000,USD,123000,US,Full-Remote,US,Medium
3282,2022,Senior Level,Full-time,Data Engineering,60000,GBP,73880,GB,On-Site,GB,Medium
3283,2022,Senior Level,Full-time,Data Engineering,50000,GBP,61566,GB,On-Site,GB,Medium
3284,2022,Senior Level,Full-time,Data Science,211500,USD,211500,US,Full-Remote,US,Medium
3285,2022,Senior Level,Full-time,Data Science,138600,USD,138600,US,Full-Remote,US,Medium
3286,2022,Senior Level,Full-time,Data Architecture,192400,USD,192400,CA,Full-Remote,CA,Medium
3287,2022,Senior Level,Full-time,Data Architecture,90700,USD,90700,CA,Full-Remote,CA,Medium
3288,2022,Senior Level,Full-time,Data Analyst,130000,USD,130000,CA,Full-Remote,CA,Medium
3289,2022,Senior Level,Full-time,Data Analyst,61300,USD,61300,CA,Full-Remote,CA,Medium
3290,2022,Senior Level,Full-time,Data Analyst,130000,USD,130000,CA,Full-Remote,CA,Medium
3291,2022,Senior Level,Full-time,Data Analyst,61300,USD,61300,CA,Full-Remote,CA,Medium
3292,2022,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,On-Site,US,Large
3293,2022,Senior Level,Full-time,Data Engineering,113000,USD,113000,US,On-Site,US,Large
3294,2022,Senior Level,Full-time,Data Science,150000,USD,150000,US,On-Site,US,Medium
3295,2022,Senior Level,Full-time,Data Science,95550,USD,95550,US,On-Site,US,Medium
3296,2022,Mid Level,Full-time,Data Analyst,167000,USD,167000,US,Full-Remote,US,Medium
3297,2022,Mid Level,Full-time,Data Analyst,115500,USD,115500,US,Full-Remote,US,Medium
3298,2022,Senior Level,Full-time,Data Analyst,112900,USD,112900,US,Full-Remote,US,Medium
3299,2022,Senior Level,Full-time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium
3300,2022,Senior Level,Full-time,Data Analyst,112900,USD,112900,US,Full-Remote,US,Medium
3301,2022,Senior Level,Full-time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium
3302,2022,Senior Level,Full-time,Data Engineering,165400,USD,165400,US,Full-Remote,US,Medium
3303,2022,Senior Level,Full-time,Data Engineering,132320,USD,132320,US,Full-Remote,US,Medium
3304,2022,Senior Level,Full-time,Data Engineering,243900,USD,243900,US,Full-Remote,US,Medium
3305,2022,Senior Level,Full-time,Data Engineering,156600,USD,156600,US,Full-Remote,US,Medium
3306,2022,Senior Level,Full-time,Data Analyst,136600,USD,136600,US,Full-Remote,US,Medium
3307,2022,Senior Level,Full-time,Data Analyst,109280,USD,109280,US,Full-Remote,US,Medium
3308,2022,Senior Level,Full-time,Data Engineering,128875,USD,128875,US,Full-Remote,US,Medium
3309,2022,Senior Level,Full-time,Data Engineering,93700,USD,93700,US,Full-Remote,US,Medium
3310,2022,Executive Level,Full-time,Top Level Management,224000,USD,224000,US,Full-Remote,US,Medium
3311,2022,Executive Level,Full-time,Top Level Management,167875,USD,167875,US,Full-Remote,US,Medium
3312,2022,Executive Level,Full-time,Data Analyst,175000,USD,175000,US,Full-Remote,US,Medium
3313,2022,Executive Level,Full-time,Data Analyst,135000,USD,135000,US,Full-Remote,US,Medium
3314,2022,Senior Level,Full-time,Data Engineering,209100,USD,209100,US,Full-Remote,US,Large
3315,2022,Senior Level,Full-time,Data Engineering,154600,USD,154600,US,Full-Remote,US,Large
3316,2022,Senior Level,Full-time,Data Engineering,180000,USD,180000,US,Full-Remote,US,Medium
3317,2022,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
3318,2022,Senior Level,Full-time,Data Science,205300,USD,205300,US,On-Site,US,Large
3319,2022,Senior Level,Full-time,Data Science,140400,USD,140400,US,On-Site,US,Large
3320,2022,Senior Level,Full-time,Data Science,176000,USD,176000,US,Full-Remote,US,Medium
3321,2022,Senior Level,Full-time,Data Science,144000,USD,144000,US,Full-Remote,US,Medium
3322,2022,Senior Level,Full-time,Data Engineering,200100,USD,200100,US,Full-Remote,US,Medium
3323,2022,Senior Level,Full-time,Data Engineering,160000,USD,160000,US,Full-Remote,US,Medium
3324,2022,Senior Level,Full-time,Data Engineering,70500,USD,70500,US,On-Site,US,Medium
3325,2022,Senior Level,Full-time,Data Engineering,54000,USD,54000,US,On-Site,US,Medium
3326,2022,Senior Level,Full-time,Data Science,205300,USD,205300,US,On-Site,US,Medium
3327,2022,Senior Level,Full-time,Data Science,140400,USD,140400,US,On-Site,US,Medium
3328,2022,Senior Level,Full-time,Data Analyst,205300,USD,205300,US,On-Site,US,Medium
3329,2022,Senior Level,Full-time,Data Analyst,184700,USD,184700,US,On-Site,US,Medium
3330,2022,Senior Level,Full-time,Data Engineering,175100,USD,175100,US,Full-Remote,US,Medium
3331,2022,Senior Level,Full-time,Data Engineering,140250,USD,140250,US,Full-Remote,US,Medium
3332,2022,Senior Level,Full-time,Data Analyst,116150,USD,116150,US,Full-Remote,US,Medium
3333,2022,Senior Level,Full-time,Data Analyst,99050,USD,99050,US,Full-Remote,US,Medium
3334,2022,Senior Level,Full-time,Data Engineering,145000,USD,145000,US,Full-Remote,US,Medium
3335,2022,Senior Level,Full-time,Data Engineering,130000,USD,130000,US,Full-Remote,US,Medium
3336,2022,Senior Level,Full-time,Data Analyst,112900,USD,112900,US,Full-Remote,US,Medium
3337,2022,Senior Level,Full-time,Data Analyst,90320,USD,90320,US,Full-Remote,US,Medium
3338,2022,Mid Level,Full-time,Data Analyst,85000,USD,85000,CA,On-Site,CA,Medium
3339,2022,Mid Level,Full-time,Data Analyst,75000,USD,75000,CA,On-Site,CA,Medium
3340,2022,Senior Level,Full-time,Machine Learning,214000,USD,214000,US,Full-Remote,US,Medium
3341,2022,Senior Level,Full-time,Machine Learning,192600,USD,192600,US,Full-Remote,US,Medium
3342,2022,Senior Level,Full-time,Data Architecture,266400,USD,266400,US,Full-Remote,US,Medium
3343,2022,Senior Level,Full-time,Data Architecture,213120,USD,213120,US,Full-Remote,US,Medium
3344,2022,Senior Level,Full-time,Data Engineering,155000,USD,155000,US,Full-Remote,US,Medium
3345,2022,Senior Level,Full-time,Data Engineering,115000,USD,115000,US,Full-Remote,US,Medium
3346,2022,Mid Level,Full-time,Data Science,141300,USD,141300,US,On-Site,US,Medium
3347,2022,Mid Level,Full-time,Data Science,102100,USD,102100,US,On-Site,US,Medium
3348,2022,Senior Level,Full-time,Data Analyst,115934,USD,115934,US,Full-Remote,US,Medium
3349,2022,Senior Level,Full-time,Data Analyst,81666,USD,81666,US,Full-Remote,US,Medium
3350,2022,Mid Level,Full-time,Data Engineering,206699,USD,206699,US,On-Site,US,Medium
3351,2022,Mid Level,Full-time,Data Engineering,99100,USD,99100,US,On-Site,US,Medium
3352,2022,Senior Level,Full-time,Data Engineering,130000,USD,130000,US,Full-Remote,US,Medium
3353,2022,Senior Level,Full-time,Data Engineering,110500,USD,110500,US,Full-Remote,US,Medium
3354,2022,Mid Level,Full-time,Data Analyst,50000,GBP,61566,GB,On-Site,GB,Medium
3355,2022,Mid Level,Full-time,Data Analyst,35000,GBP,43096,GB,On-Site,GB,Medium
3356,2022,Senior Level,Full-time,Data Analyst,80000,USD,80000,US,Full-Remote,US,Medium
3357,2022,Senior Level,Full-time,Data Analyst,60000,USD,60000,US,Full-Remote,US,Medium
3358,2022,Senior Level,Full-time,Data Architecture,192564,USD,192564,US,Full-Remote,US,Medium
3359,2022,Senior Level,Full-time,Data Architecture,144854,USD,144854,US,Full-Remote,US,Medium
3360,2022,Senior Level,Full-time,Data Science,230000,USD,230000,US,Full-Remote,US,Medium
3361,2022,Senior Level,Full-time,Data Science,150000,USD,150000,US,Full-Remote,US,Medium
3362,2022,Senior Level,Full-time,Top Level Management,150260,USD,150260,US,Full-Remote,US,Medium
3363,2022,Senior Level,Full-time,Top Level Management,109280,USD,109280,US,Full-Remote,US,Medium
3364,2022,Senior Level,Full-time,Data Analyst,170000,USD,170000,US,Full-Remote,US,Medium
3365,2022,Senior Level,Full-time,Data Analyst,150000,USD,150000,US,Full-Remote,US,Medium
3366,2022,Mid Level,Full-time,Data Science,160000,USD,160000,US,Full-Remote,US,Medium
3367,2022,Mid Level,Full-time,Data Science,130000,USD,130000,US,Full-Remote,US,Medium
3368,2022,Entry Level,Full-time,Data Analyst,67000,USD,67000,CA,On-Site,CA,Medium
3369,2022,Entry Level,Full-time,Data Analyst,52000,USD,52000,CA,On-Site,CA,Medium
3370,2022,Senior Level,Full-time,Data Engineering,154000,USD,154000,US,Full-Remote,US,Medium
3371,2022,Senior Level,Full-time,Data Engineering,126000,USD,126000,US,Full-Remote,US,Medium
3372,2022,Senior Level,Full-time,Data Analyst,129000,USD,129000,US,On-Site,US,Medium
3373,2022,Senior Level,Full-time,Data Analyst,99000,USD,99000,US,On-Site,US,Medium
3374,2022,Senior Level,Full-time,Data Science,210000,USD,210000,US,Full-Remote,US,Medium
3375,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
3376,2022,Senior Level,Full-time,Data Science,210000,USD,210000,US,Full-Remote,US,Medium
3377,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
3378,2022,Senior Level,Full-time,Data Science,210000,USD,210000,US,Full-Remote,US,Medium
3379,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
3380,2022,Senior Level,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,Medium
3381,2022,Senior Level,Full-time,Data Analyst,69000,USD,69000,US,Full-Remote,US,Medium
3382,2022,Senior Level,Full-time,Data Science,210000,USD,210000,US,Full-Remote,US,Medium
3383,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
3384,2022,Senior Level,Full-time,Data Analyst,150075,USD,150075,US,Full-Remote,US,Medium
3385,2022,Senior Level,Full-time,Data Analyst,110925,USD,110925,US,Full-Remote,US,Medium
3386,2022,Senior Level,Full-time,Data Engineering,100000,USD,100000,US,Full-Remote,US,Medium
3387,2022,Senior Level,Full-time,Data Engineering,25000,USD,25000,US,Full-Remote,US,Medium
3388,2022,Senior Level,Full-time,Data Analyst,126500,USD,126500,US,Full-Remote,US,Medium
3389,2022,Senior Level,Full-time,Data Analyst,106260,USD,106260,US,Full-Remote,US,Medium
3390,2022,Senior Level,Full-time,Data Engineering,220110,USD,220110,US,Full-Remote,US,Medium
3391,2022,Senior Level,Full-time,Data Engineering,160080,USD,160080,US,Full-Remote,US,Medium
3392,2022,Senior Level,Full-time,Data Analyst,105000,USD,105000,US,Full-Remote,US,Medium
3393,2022,Senior Level,Full-time,Data Analyst,100000,USD,100000,US,Full-Remote,US,Medium
3394,2022,Senior Level,Full-time,Data Analyst,170000,USD,170000,US,Full-Remote,US,Medium
3395,2022,Senior Level,Full-time,Data Analyst,135000,USD,135000,US,Full-Remote,US,Medium
3396,2022,Senior Level,Full-time,Data Science,230000,USD,230000,US,Full-Remote,US,Medium
3397,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
3398,2022,Mid Level,Full-time,Data Analyst,135000,USD,135000,US,Full-Remote,US,Medium
3399,2022,Mid Level,Full-time,Data Analyst,50000,USD,50000,US,Full-Remote,US,Medium
3400,2022,Senior Level,Full-time,Data Science,220000,USD,220000,US,Full-Remote,US,Medium
3401,2022,Senior Level,Full-time,Data Science,140000,USD,140000,US,Full-Remote,US,Medium
3402,2022,Mid Level,Full-time,Data Science,140000,GBP,172386,GB,On-Site,GB,Medium
3403,2022,Mid Level,Full-time,Data Science,70000,GBP,86193,GB,On-Site,GB,Medium
3404,2022,Senior Level,Full-time,Machine Learning,220000,USD,220000,US,Full-Remote,US,Medium
3405,2022,Senior Level,Full-time,Machine Learning,120000,USD,120000,US,Full-Remote,US,Medium
3406,2022,Mid Level,Full-time,Data Science,200000,USD,200000,US,Full-Remote,US,Medium
3407,2022,Mid Level,Full-time,Data Science,120000,USD,120000,US,Full-Remote,US,Medium
3408,2022,Senior Level,Full-time,Machine Learning,120000,USD,120000,AE,Full-Remote,AE,Small
3409,2022,Senior Level,Full-time,Machine Learning,65000,USD,65000,AE,Full-Remote,AE,Small
3410,2022,Executive Level,Full-time,Data Engineering,324000,USD,324000,US,Full-Remote,US,Medium
3411,2022,Executive Level,Full-time,Data Engineering,216000,USD,216000,US,Full-Remote,US,Medium
3412,2022,Senior Level,Full-time,Data Engineering,210000,USD,210000,US,Full-Remote,US,Medium
3413,2022,Senior Level,Full-time,Data Engineering,100000,USD,100000,US,Full-Remote,US,Medium
3414,2022,Senior Level,Full-time,Data Science,185100,USD,185100,US,Full-Remote,US,Medium
3415,2022,Senior Level,Full-time,Data Science,104890,USD,104890,US,Full-Remote,US,Medium
3416,2022,Senior Level,Full-time,Data Engineering,105000,USD,105000,US,Full-Remote,US,Medium
3417,2022,Senior Level,Full-time,Data Engineering,80000,USD,80000,US,Full-Remote,US,Medium
3418,2022,Mid Level,Full-time,Machine Learning,100000,CAD,76814,CA,Full-Remote,CA,Medium
3419,2020,Senior Level,Full-time,Top Level Management,157000,CAD,117104,CA,Half-Remote,CA,Large
3420,2022,Executive Level,Full-time,Top Level Management,250000,CAD,192037,CA,Half-Remote,CA,Large
3421,2022,Mid Level,Full-time,Machine Learning,120000,USD,120000,US,Full-Remote,US,Small
3422,2022,Mid Level,Full-time,Data Analyst,1400000,INR,17805,IN,Full-Remote,IN,Medium
3423,2022,Mid Level,Full-time,Data Science,2400000,INR,30523,IN,Full-Remote,IN,Large
3424,2022,Mid Level,Full-time,Machine Learning,53000,EUR,55685,PT,Half-Remote,PT,Large
3425,2022,Mid Level,Part-time,Data Engineering,50000,EUR,52533,DE,Half-Remote,DE,Large
3426,2022,Entry Level,Full-time,Data Science,1400000,INR,17805,IN,Full-Remote,IN,Medium
3427,2022,Mid Level,Full-time,Machine Learning,75000,USD,75000,BO,Full-Remote,US,Large
3428,2022,Mid Level,Full-time,Data Science,157000,USD,157000,US,Full-Remote,US,Large
3429,2022,Mid Level,Full-time,Data Analyst,90000,CAD,69133,CA,Half-Remote,CA,Large
3430,2022,Entry Level,Full-time,Data Engineering,65000,USD,65000,US,Full-Remote,US,Small
3431,2022,Senior Level,Full-time,Machine Learning,65000,EUR,68293,IE,Full-Remote,IE,Small
3432,2021,Mid Level,Full-time,Data Science,109000,USD,109000,US,Half-Remote,US,Large
3433,2022,Mid Level,Full-time,Data Science,88000,CAD,67597,CA,Full-Remote,CA,Medium
3434,2022,Entry Level,Full-time,Machine Learning,10000,USD,10000,PT,Full-Remote,LU,Medium
3435,2022,Mid Level,Full-time,Data Analyst,20000,USD,20000,GR,Full-Remote,GR,Small
3436,2021,Senior Level,Full-time,Top Level Management,87000,EUR,102839,SI,Full-Remote,SI,Large
3437,2022,Senior Level,Full-time,Top Level Management,200000,USD,200000,MY,Full-Remote,US,Medium
3438,2022,Entry Level,Full-time,Data Science,66500,CAD,51081,CA,Full-Remote,CA,Large
3439,2022,Mid Level,Full-time,Data Science,78000,USD,78000,US,Full-Remote,US,Medium
3440,2022,Senior Level,Full-time,Data Engineering,135000,USD,135000,US,Full-Remote,US,Medium
3441,2022,Senior Level,Full-time,Data Engineering,115000,USD,115000,US,Full-Remote,US,Medium
3442,2022,Mid Level,Full-time,Machine Learning,121000,AUD,83864,AU,Full-Remote,AU,Large
3443,2022,Entry Level,Full-time,Data Science,40000,USD,40000,JP,Full-Remote,MY,Large
3444,2022,Mid Level,Full-time,Top Level Management,30000,EUR,31520,EE,Full-Remote,EE,Small
3445,2022,Senior Level,Full-time,Machine Learning,57000,EUR,59888,NL,Full-Remote,NL,Large
3446,2020,Entry Level,Full-time,Data Engineering,48000,EUR,54742,PK,Full-Remote,DE,Large
3447,2022,Senior Level,Full-time,Data Science,85000,EUR,89306,FR,Half-Remote,FR,Large
3448,2022,Entry Level,Full-time,Data Science,120000,AUD,83171,AU,Half-Remote,AU,Medium
3449,2022,Senior Level,Full-time,Data Science,165000,USD,165000,US,Full-Remote,US,Medium
3450,2022,Mid Level,Full-time,Machine Learning,153000,USD,153000,US,Half-Remote,US,Medium
3451,2022,Senior Level,Full-time,Data Science,100000,USD,100000,BR,Full-Remote,US,Medium
3452,2022,Senior Level,Full-time,Machine Learning,100000,CAD,76814,CA,Full-Remote,CA,Medium
3453,2022,Mid Level,Full-time,Data Science,150000,PLN,33609,PL,Full-Remote,PL,Large
3454,2022,Mid Level,Full-time,Top Level Management,75000,USD,75000,CA,Full-Remote,CA,Small
3455,2020,Mid Level,Full-time,Data Analyst,20000,USD,20000,HN,On-Site,HN,Small
3456,2022,Entry Level,Contractor,Machine Learning,29000,EUR,30469,TN,Full-Remote,CZ,Medium
3457,2021,Mid Level,Full-time,Data Science,69999,USD,69999,CZ,Half-Remote,CZ,Large
3458,2022,Entry Level,Full-time,Data Engineering,52800,EUR,55475,PK,Full-Remote,DE,Medium
3459,2022,Mid Level,Full-time,Data Science,59000,EUR,61989,AT,On-Site,AT,Large
3460,2022,Senior Level,Full-time,Top Level Management,152500,USD,152500,US,Full-Remote,US,Medium
